Ciclo,Plantel,Programa,Línea,Modalidad,Plan,Módulo,No. de módulos,Materias por módulo,Horario escolarizado,Horario ejecutivo,Estado
C1,Puerto Peñasco,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 15:00 pm a 19:00 pm,,Activo
C1,Puerto Peñasco,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Administración de Empresas,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Relaciones Internacionales,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Administración de Empresas Turísticas,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Negocios Internacionales,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Administración de Tecnologías de la Información,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Economía y Finanzas,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Contaduría Pública,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Administracion Financiera,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Ciencias de la Comunicación,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Administración De Recursos Humanos,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Comercio Internacional,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Ingeniería Industrial y Administracion,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Mercadotecnia,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Ingeniería en software y redes,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Derecho,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Ingenieria En Logistica,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Diseño Gráfico,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Seguridad Pública,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Arquitectura,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Criminología,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Licenciatura en Pedagogía,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Ingeniería Industrial y de Sistemas,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Ingeniería en Manufactura y robótica,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Ingeniería en Sistemas Computacionales,licenciatura,online,"9, 11",Modular,2,,,,Activo
C1,Online,Maestría en Administración de Negocios,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Administración de Negocios y Mecadotecnia,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Administración Financiera,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Finanzas,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Mercadotecnia,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Administración Pública,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Gestión de Talento Humano,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Diseño Digital,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Gestión de Proyectos,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en diseño sostenible y arquitectura verde,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Derecho Constitucional y Amparo,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Diseño estratégico e innovación,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Derecho Corporativo,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Robotica y automatización,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Derecho Fiscal y Administrativo,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Inteligencia Artificial,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Derecho Laboral,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en energías renovables,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Derecho Procesal,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en interacción y experiencia del usuario,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Derecho y Juicios Orales,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Logística y Cadena de Suministro,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Educación y Docencia,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Gestión Educativa,posgrado,online,4,Modular,3,,,,Activo
C1,Online,Maestría en Administración de Servicios de Salud,posgrado,online,4,Modular,3,,,,Activo
