codigo,concepto,seccion,costo_base,plantel,costo_plantel,activo_plantel,notas
TMTSEPPOSG,TRÁMITES SEP POS,DIVERSOS,850,Saltillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PPE,PLAN DE PROTECCIÓN ESTUDIANTIL,DIVERSOS,300,Saltillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ENVDOC,ENVÍO DE DOCUMENTOS,DIVERSOS,695,Saltillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
BJT,BAJA TOTAL,DIVERSOS,1200,Saltillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REC,RECARGOS,DIVERSOS,410,Saltillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CREX,CARGO POR INSCRIPCIÓN EXTEMPORÁNEA,DIVERSOS,410,Saltillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTR,EXAMEN EXTRAORDINARIO LIC,EXAMENES,3976,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHG,EXAMEN EXTRAORDINARIO BACH,EXAMENES,1510,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHOL,EXAMEN EXTRAORDINARIO BACH OL,EXAMENES,945,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXGLOB,EXAMEN GLOBAL*,EXAMENES,3976,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ETSOL,EXAMEN A TÍTULO DE SUFICIENCIA OL,EXAMENES,6385,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXAEGRESO,EXAMEN DE EGRESO,EXAMENES,7350,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TTL,TRÁMITE DE TÍTULO (LICENCIATURA),TRAMITES,13870,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDE,TRÁMITE DE GRADO Y DIPLOMA (ESPECIALIDAD),TRAMITES,13450,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDM,TRÁMITE DE GRADO Y DIPLOMA (MAESTRÍA),TRAMITES,29005,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PTCGAD,"PROCESO DE TITULACIÓN, CERTIFICADO Y GRADO ACADÉMICO (DOCTORADO)",TRAMITES,38670,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIBACH,CERTIFICADO ÍNTEGRO BACHILLERATO,TRAMITES,3520,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CILIC,CERTIFICADO ÍNTEGRO LICENCIATURA,TRAMITES,3520,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIESP,CERTIFICADO ÍNTEGRO ESPECIALIDAD,TRAMITES,3520,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIMAE,CERTIFICADO ÍNTEGRO MAESTRÍA,TRAMITES,3865,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIDOC,CERTIFICADO ÍNTEGRO DOCTORADO,TRAMITES,5985,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CINTSU,CERTIFICADO ÍNTEGRO TSU,TRAMITES,3360,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPBACH,CERTIFICADO PARCIAL BACHILLERATO,TRAMITES,2355,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPLIC,CERTIFICADO PARCIAL LICENCIATURA,TRAMITES,2770,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPESP,CERTIFICADO PARCIAL ESPECIALIDAD,TRAMITES,1765,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPMAE,CERTIFICADO PARCIAL MAESTRÍA,TRAMITES,2775,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPDOC,CERTIFICADO PARCIAL DOCTORADO,TRAMITES,3865,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPTSU,CERTIFICADO PARCIAL TSU,TRAMITES,1005,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REFISTITS,REPRESENTACIÓN FÍSICA DE TÍTULO SIMBÓLICO,TRAMITES,2775,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DIGTITULO,DIGITALIZACIÓN DE TÍTULO,TRAMITES,1530,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CERTITULO,CERTIFICACIÓN DE TÍTULO,TRAMITES,2545,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CMPGPTMOD,"CAMBIO DE PROGRAMA, PLANTEL O MODALIDAD",DIVERSOS,560,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DEFORCLSP,DERECHO DE FORMACIÓN CLÍNICA SUPERVISADA POR MATERIA,DIVERSOS,550,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ASETES,ASESORÍA DE TESIS O TESINA,DIVERSOS,7650,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CSSIP,CARTA DE SERVICIO SOCIAL O DE INICIACIÓN A PRÁCTICAS,DIVERSOS,660,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CTI,CONSTANCIA TERMINACIÓN INGLÉS,DIVERSOS,935,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CONS,CONSTANCIA,DIVERSOS,290,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CRE,CREDENCIAL,DIVERSOS,210,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
KAR,KÁRDEX,DIVERSOS,465,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PASBACH,PASANTÍAS BACHILLERATO,DIVERSOS,3520,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RGD,"REPOSICIÓN DE GRADO Y DIPLOMA (MAESTRÍA, ESPECIALIDAD Y DOCTORADO)",DIVERSOS,13285,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RTLIC,REPOSICIÓN DE TÍTULO (LICENCIATURA),DIVERSOS,11385,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
SCDM,SERVICIO DE CARTAS DESCRIPTIVAS POR MATERIA,DIVERSOS,660,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBACH,TRÁMITES SEP BACH,DIVERSOS,620,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBAOL,TRÁMITES SEP BACH OL,DIVERSOS,620,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLICT,TRÁMITES SEP LIC,DIVERSOS,610,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIOL,TRÁMITES SEP LIC OL,DIVERSOS,590,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIEJ,TRÁMITES SEP LIC EJ,DIVERSOS,590,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPCISA,TRÁMITES SEP CS,DIVERSOS,610,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPPOSG,TRÁMITES SEP POS,DIVERSOS,850,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PPE,PLAN DE PROTECCIÓN ESTUDIANTIL,DIVERSOS,300,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ENVDOC,ENVÍO DE DOCUMENTOS,DIVERSOS,695,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
BJT,BAJA TOTAL,DIVERSOS,1200,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REC,RECARGOS,DIVERSOS,410,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CREX,CARGO POR INSCRIPCIÓN EXTEMPORÁNEA,DIVERSOS,410,Teocaltiche,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTR,EXAMEN EXTRAORDINARIO LIC,EXAMENES,3976,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHG,EXAMEN EXTRAORDINARIO BACH,EXAMENES,1510,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHOL,EXAMEN EXTRAORDINARIO BACH OL,EXAMENES,945,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXGLOB,EXAMEN GLOBAL*,EXAMENES,3976,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ETSOL,EXAMEN A TÍTULO DE SUFICIENCIA OL,EXAMENES,6385,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXAEGRESO,EXAMEN DE EGRESO,EXAMENES,7350,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TTL,TRÁMITE DE TÍTULO (LICENCIATURA),TRAMITES,13870,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDE,TRÁMITE DE GRADO Y DIPLOMA (ESPECIALIDAD),TRAMITES,13450,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDM,TRÁMITE DE GRADO Y DIPLOMA (MAESTRÍA),TRAMITES,29005,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PTCGAD,"PROCESO DE TITULACIÓN, CERTIFICADO Y GRADO ACADÉMICO (DOCTORADO)",TRAMITES,38670,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIBACH,CERTIFICADO ÍNTEGRO BACHILLERATO,TRAMITES,3520,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CILIC,CERTIFICADO ÍNTEGRO LICENCIATURA,TRAMITES,3520,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIESP,CERTIFICADO ÍNTEGRO ESPECIALIDAD,TRAMITES,3520,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIMAE,CERTIFICADO ÍNTEGRO MAESTRÍA,TRAMITES,3865,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIDOC,CERTIFICADO ÍNTEGRO DOCTORADO,TRAMITES,5985,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CINTSU,CERTIFICADO ÍNTEGRO TSU,TRAMITES,3360,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPBACH,CERTIFICADO PARCIAL BACHILLERATO,TRAMITES,2355,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPLIC,CERTIFICADO PARCIAL LICENCIATURA,TRAMITES,2770,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPESP,CERTIFICADO PARCIAL ESPECIALIDAD,TRAMITES,1765,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPMAE,CERTIFICADO PARCIAL MAESTRÍA,TRAMITES,2775,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPDOC,CERTIFICADO PARCIAL DOCTORADO,TRAMITES,3865,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPTSU,CERTIFICADO PARCIAL TSU,TRAMITES,1005,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REFISTITS,REPRESENTACIÓN FÍSICA DE TÍTULO SIMBÓLICO,TRAMITES,2775,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DIGTITULO,DIGITALIZACIÓN DE TÍTULO,TRAMITES,1530,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CERTITULO,CERTIFICACIÓN DE TÍTULO,TRAMITES,2545,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CMPGPTMOD,"CAMBIO DE PROGRAMA, PLANTEL O MODALIDAD",DIVERSOS,560,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DEFORCLSP,DERECHO DE FORMACIÓN CLÍNICA SUPERVISADA POR MATERIA,DIVERSOS,550,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ASETES,ASESORÍA DE TESIS O TESINA,DIVERSOS,7650,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CSSIP,CARTA DE SERVICIO SOCIAL O DE INICIACIÓN A PRÁCTICAS,DIVERSOS,660,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CTI,CONSTANCIA TERMINACIÓN INGLÉS,DIVERSOS,935,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CONS,CONSTANCIA,DIVERSOS,290,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CRE,CREDENCIAL,DIVERSOS,210,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
KAR,KÁRDEX,DIVERSOS,465,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PASBACH,PASANTÍAS BACHILLERATO,DIVERSOS,3520,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RGD,"REPOSICIÓN DE GRADO Y DIPLOMA (MAESTRÍA, ESPECIALIDAD Y DOCTORADO)",DIVERSOS,13285,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RTLIC,REPOSICIÓN DE TÍTULO (LICENCIATURA),DIVERSOS,11385,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
SCDM,SERVICIO DE CARTAS DESCRIPTIVAS POR MATERIA,DIVERSOS,660,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBACH,TRÁMITES SEP BACH,DIVERSOS,620,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBAOL,TRÁMITES SEP BACH OL,DIVERSOS,620,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLICT,TRÁMITES SEP LIC,DIVERSOS,610,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIOL,TRÁMITES SEP LIC OL,DIVERSOS,590,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIEJ,TRÁMITES SEP LIC EJ,DIVERSOS,590,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPCISA,TRÁMITES SEP CS,DIVERSOS,610,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPPOSG,TRÁMITES SEP POS,DIVERSOS,850,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PPE,PLAN DE PROTECCIÓN ESTUDIANTIL,DIVERSOS,300,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ENVDOC,ENVÍO DE DOCUMENTOS,DIVERSOS,695,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
BJT,BAJA TOTAL,DIVERSOS,1200,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REC,RECARGOS,DIVERSOS,410,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CREX,CARGO POR INSCRIPCIÓN EXTEMPORÁNEA,DIVERSOS,410,Tijuana,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTR,EXAMEN EXTRAORDINARIO LIC,EXAMENES,3976,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHG,EXAMEN EXTRAORDINARIO BACH,EXAMENES,1510,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHOL,EXAMEN EXTRAORDINARIO BACH OL,EXAMENES,945,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXGLOB,EXAMEN GLOBAL*,EXAMENES,3976,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ETSOL,EXAMEN A TÍTULO DE SUFICIENCIA OL,EXAMENES,6385,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXAEGRESO,EXAMEN DE EGRESO,EXAMENES,7350,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TTL,TRÁMITE DE TÍTULO (LICENCIATURA),TRAMITES,13870,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDE,TRÁMITE DE GRADO Y DIPLOMA (ESPECIALIDAD),TRAMITES,13450,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDM,TRÁMITE DE GRADO Y DIPLOMA (MAESTRÍA),TRAMITES,29005,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PTCGAD,"PROCESO DE TITULACIÓN, CERTIFICADO Y GRADO ACADÉMICO (DOCTORADO)",TRAMITES,38670,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIBACH,CERTIFICADO ÍNTEGRO BACHILLERATO,TRAMITES,3520,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CILIC,CERTIFICADO ÍNTEGRO LICENCIATURA,TRAMITES,3520,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIESP,CERTIFICADO ÍNTEGRO ESPECIALIDAD,TRAMITES,3520,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIMAE,CERTIFICADO ÍNTEGRO MAESTRÍA,TRAMITES,3865,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIDOC,CERTIFICADO ÍNTEGRO DOCTORADO,TRAMITES,5985,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CINTSU,CERTIFICADO ÍNTEGRO TSU,TRAMITES,3360,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPBACH,CERTIFICADO PARCIAL BACHILLERATO,TRAMITES,2355,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPLIC,CERTIFICADO PARCIAL LICENCIATURA,TRAMITES,2770,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPESP,CERTIFICADO PARCIAL ESPECIALIDAD,TRAMITES,1765,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPMAE,CERTIFICADO PARCIAL MAESTRÍA,TRAMITES,2775,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPDOC,CERTIFICADO PARCIAL DOCTORADO,TRAMITES,3865,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPTSU,CERTIFICADO PARCIAL TSU,TRAMITES,1005,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REFISTITS,REPRESENTACIÓN FÍSICA DE TÍTULO SIMBÓLICO,TRAMITES,2775,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DIGTITULO,DIGITALIZACIÓN DE TÍTULO,TRAMITES,1530,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CERTITULO,CERTIFICACIÓN DE TÍTULO,TRAMITES,2545,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CMPGPTMOD,"CAMBIO DE PROGRAMA, PLANTEL O MODALIDAD",DIVERSOS,560,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DEFORCLSP,DERECHO DE FORMACIÓN CLÍNICA SUPERVISADA POR MATERIA,DIVERSOS,550,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ASETES,ASESORÍA DE TESIS O TESINA,DIVERSOS,7650,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CSSIP,CARTA DE SERVICIO SOCIAL O DE INICIACIÓN A PRÁCTICAS,DIVERSOS,660,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CTI,CONSTANCIA TERMINACIÓN INGLÉS,DIVERSOS,935,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CONS,CONSTANCIA,DIVERSOS,290,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CRE,CREDENCIAL,DIVERSOS,210,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
KAR,KÁRDEX,DIVERSOS,465,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PASBACH,PASANTÍAS BACHILLERATO,DIVERSOS,3520,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RGD,"REPOSICIÓN DE GRADO Y DIPLOMA (MAESTRÍA, ESPECIALIDAD Y DOCTORADO)",DIVERSOS,13285,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RTLIC,REPOSICIÓN DE TÍTULO (LICENCIATURA),DIVERSOS,11385,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
SCDM,SERVICIO DE CARTAS DESCRIPTIVAS POR MATERIA,DIVERSOS,660,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBACH,TRÁMITES SEP BACH,DIVERSOS,620,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBAOL,TRÁMITES SEP BACH OL,DIVERSOS,620,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLICT,TRÁMITES SEP LIC,DIVERSOS,610,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIOL,TRÁMITES SEP LIC OL,DIVERSOS,590,Torreón,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
